nom;Eau;Proteines;Glucides ;Lipides ;Sucres ;FibresAlimentaires;AG_satures ;Sel
Fromage blanc ou spécialité laitière, aromatisé, sucré, 3% MG environ, au bifidus;-;5,47;14;3,2;13,8;0,28;2,03;0,11
Fromage blanc ou spécialité laitière, aux copeaux de chocolat, sucré, 7% MG environ;-;5,23;16,2;5,97;15,5;0,13;3,93;0,1
Fromage blanc ou spécialité laitière, aux fruits, avec édulcorants, allégé en sucres, 0% MG;-;6,11;6,76;0,12;6,19;0,58;0,05;0,14
Fromage blanc ou spécialité laitière, aux fruits, sucré, 0% MG;-;7,77;13,5;traces;12;0;0;0,075
Fromage blanc ou spécialité laitière, aux fruits, sucré, 3% MG environ;76,6;5,13;14,7;3,31;14,3;0,12;2,2;0,087
Fromage blanc ou spécialité laitière, aux fruits, sucré, 3% MG environ, au bifidus;-;5,25;13,5;2,98;12,8;0,36;1,94;0,11
Fromage blanc ou spécialité laitière, aux fruits, sucré, gourmand, 7% MG environ;73;5,08;13,4;5,53;12,5;0,68;3,59;0,13
Fromage frais type petit suisse, aux fruits, 2-3% MG;78,8;6,56;9,34;2,8;9,3;1;1,79;0,053
Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D;78,7;6,29;12,2;2,63;10,9;0,2;1,46;0,076
Fromage frais type petit suisse, nature, 0% MG;84,3;9,69;3,8;0,24;3,2;0;-;0,11
Fromage frais type petit suisse, nature, 4% MG environ;81,6;9,75;2,84;4;2,84;0;2,74;0,083
Mousse de fromage blanc sur lit de fruits, 0% MG, avec édulcorants, enrichie en calcium et vitamine D;-;6,35;6;0,45;5,05;1,35;0,26;0,15
Fromage frais type petit suisse, nature, 10% MG environ;76;9,5;3,17;10,4;3,17;< 3;6,99;0,058
Fromage frais type petit suisse, aromatisé ou aux fruits, 2-3% MG, enrichi en calcium et vitamine D;78,9;5,63;10,2;2,5;10,1;< 2;1,61;0,075
Fromage blanc ou spécialité laitière, aux fruits, avec édulcorants, allégé en sucres, 3% MG environ;-;3,1;12,2;2,5;11,9;0,2;1,7;0,13
Crème dessert, allégée en MG, rayon frais;80;3,56;12,4;1,3;11,8;< 3;0,83;0,14
Flan aux oeufs, rayon frais;74,1;4;18,5;2,2;16;< 0,5;1,2;0,14
Lait emprésuré aromatisé, rayon frais;72,1;5,52;17,6;2,5;16,5;0;0,8;0,15
Lait gélifié aromatisé, nappé caramel, rayon frais;77,2;2,5;16,7;1,3;14,5;< 3;0,91;0,1
Lait gélifié aromatisé, rayon frais;75,2;3,32;19,5;3,53;17,6;0,52;2,15;0,14
Liégeois ou viennois (chocolat, café, caramel ou vanille), rayon frais;68,5;2,94;18,8;5,78;15,6;0,27;3,88;0,13
Lait gélifié aromatisé, allégé en matière grasse et en sucre, rayon frais;-;4,08;11,8;1,08;10,1;2,22;0,71;0,19
Panna cotta, avec préparations de fruits ou caramel, rayon frais;66,1;2,69;14,9;13;14,7;< 3;8,89;0,085
Gâteau de semoule aux raisins et caramel, rayon frais;67,1;3,81;24,8;3,4;19,2;< 0,5;2,16;0,08
Gâteau de riz au caramel, rayon frais;67,5;3,19;25,4;3,1;15,7;< 0,5;1,88;0,073
Milk-shake, provenant de fast food;71,9;3,32;17,4;4,66;13,6;0,65;2,53;0,21
Crème dessert au chocolat, rayon frais;72,5;3,32;19,9;3,93;16,5;0,72;2,6;0,15
Mousse au chocolat (base laitière), rayon frais;65,8;5,31;21,3;4,4;18,9;< 3;2,81;0,16
Crème caramel, rayon frais;69;4,35;20,6;3,6;18;traces;1,93;0,14
Crème aux oeufs (petit pot de crème chocolat, vanille, etc.), rayon frais;66,5;4,23;19,4;8,88;16,4;0,67;5,23;0,14
Riz au lait, rayon frais;71,5;3,27;21,4;3,01;13;0,28;1,97;0,13
Crème brûlée, rayon frais;54,7;4,37;16,6;20,8;15,6;0,61;12,9;0,11
Crème dessert à la vanille, appertisée;73,4;3,63;21,1;3,62;16;0,5;1,8;0,17
Ile flottante, rayon frais;70,1;4,87;19,8;3,31;17,9;0,047;1,52;0,11
Semoule au lait, rayon frais;73,4;3,39;19,4;3,23;14;0,55;2,28;0,095
Mousse aux fruits, rayon frais;85,4;6,13;5,51;< 0,3;4,31;1,2;< 0,01;0,09
Crème dessert à la vanille, rayon frais;76,6;3;14,4;3,6;14,2;< 3;2,48;0,12
Crème dessert, rayon frais (aliment moyen);72,5;3,35;17,9;5,1;15,7;0,85;3,3;0,14
Mousse liégeoise (chocolat, café, caramel ou vanille), rayon frais;-;3,55;20;10,1;18,3;0,75;6,64;0,14
Crème dessert au café, rayon frais;76,1;2,87;17,8;3,69;14;0,042;2,5;0,16
Crème dessert au caramel, rayon frais;75,9;2,86;18,6;3,47;15,9;0,12;2,22;0,18
Crème dessert, appertisée (aliment moyen);71,3;3,42;21,4;3,52;16,4;1,98;1,22;0,14
Crème dessert au chocolat, appertisée;69;3,18;21,8;3,42;16,8;3,6;0,6;0,1
Crème dessert, rayon frais ou appertisée (aliment moyen);72,5;3,35;18;5,07;15,7;0,88;3,25;0,14
Cheesecake ou Gâteau au fromage frais, préemballé;39,2;4,57;31,7;20,3;21,6;0,9;12,2;0,38
Tiramisu, préemballé;51,6;4,25;30,4;9,8;19,5;1,2;6,41;0,19
Mousse à la crème de marrons, préemballée;55,4;2,13;34,4;6,5;28,3;1,1;4,52;0,04
Profiteroles (crème pâtissière et sauce chocolat), préemballées;44,6;5,51;34,3;12,2;20,9;2,31;9,03;0,3
Gâteau de semoule, appertisé;68;2,85;27,4;3,03;-;1;1,18;0,069
Mousse au chocolat traditionnelle, préemballée;-;6,39;25,6;18,6;21,5;3,8;15,4;0,25
Clafoutis aux fruits, préemballé;58,5;5,11;27,2;6,51;21,4;1,88;3,9;0,18
Liégeois aux fruits, préemballé;72,3;1,5;16;8,1;15,1;1,2;5,44;0,043
Gâteau de riz, appertisé;71;4,2;20;1,9;12;0,3;-;0,15
Fondant au chocolat noir et crème anglaise, préemballé;61,4;5,05;20;14,3;-;-;-;-
Gâteau au chocolat, coeur fondant, préemballé (rayon frais);-;6,86;41,9;18,1;30,9;3,24;12,5;0,073
Pain perdu;53,7;6;29;8,45;13,3;1,1;2,13;1,22
Lait de poule, sans alcool;82,5;4,46;8,05;4,19;8,05;0;2,59;0,14
Crème pâtissière;69,7;3,79;18;3,6;15,3;0;1,76;0,2
Dessert au soja, aux fruits, sucré, enrichi en calcium, fermenté, préemballé;80,7;3;12,9;2,3;11,6;< 0,5;0,79;0,07
Dessert au soja, nature, non sucré, non enrichi, fermenté, préemballé;90,7;4,13;2,05;1,9;0,69;0,8;0,22;0,085
Dessert au soja, nature, non sucré, enrichi en calcium, fermenté, préemballé;91,4;3,94;1,1;2,1;0,27;0,6;0,34;0,053
Dessert au soja, aux fruits, sucré, non enrichi, fermenté, préemballé;81,8;3,63;11;1,7;10,6;1,1;0,34;0,085
Dessert au soja, aux amandes, fermenté, préemballé;88,7;4;2,85;2,8;1,09;0,6;0,38;0,19
Dessert au soja, aromatisé, sucré, enrichi en calcium, préemballé;77,5;3,56;15,3;1,9;13,2;1,1;0,48;0,13
Dessert au soja, aromatisé, sucré, non enrichi, préemballé;78,2;3;16;1,7;12,5;0,8;0,47;0,11
Dessert végétal sans soja (amande, avoine, chanvre, coco, riz), aromatisé, sucré, non enrichi, préemballé;71,7;2;15,8;8;12,4;2,1;4,92;0,065
Dessert végétal sans soja (coco, riz), aux fruits, sucré, enrichi en calcium, fermenté, préemballé;81,8;< 0,5;16;1;10,8;< 0,5;0,83;0,095
Mousse au chocolat végétale, préemballée;48,1;6,69;24,3;14;23,1;5,1;9,04;0,36
Fromage (aliment moyen);46,2;21,3;0,56;27,4;0,27;0;18,2;1,28
Camembert, sans précision;54,8;19,1;traces;22,5;traces;0;15,8;1,45
Fromage à pâte molle et croûte fleurie (type camembert);46,7;17,1;traces;32,3;-;0;-;1,18
Camembert au lait cru;55,9;20,3;traces;20,3;< 0,2;0;14,1;1,45
Fromage à pâte molle et croûte fleurie double crème environ 30% MG;51,2;17,2;traces;29,4;-;0;18,5;1,28
Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse;63,7;22,2;traces;9,3;traces;0;6,8;1,44
Coulommiers;56;18,4;traces;22,8;0;0;15,8;1,37
Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse;62,5;22;traces;11;0;0;7,9;0,9
Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse;-;25,2;traces;5,5;-;0;-;-
Brie, sans précision;52,5;16,9;traces;25,5;0;0;16,3;1,51
Brie de Meaux;53,4;21;traces;20,7;< 0,2;0;14,5;2,02
Brie de Melun;52,1;21,6;traces;22,2;< 0,2;0;15,2;1,89
Carré de l'Est;-;21;traces;27;0;0;19;1,58
Chaource;56;17;traces;22,9;< 0,2;0;15,8;1,9
Maroilles laitier;45,9;21,8;traces;27,8;-;0;17,5;1,87
Maroilles fermier;45,6;20,8;traces;29,5;-;0;17,3;2,07
Neufchâtel;54,8;18,1;traces;23,9;-;0;20;1,87
Fromage à pâte molle triple crème environ 40% MG;49,4;9,69;traces;37,5;0;0;25,1;1,09
Fromage à pâte molle et croûte lavée (aliment moyen);50,6;20,2;0;26,5;0,021;0;17,6;1,66
Fromage à pâte molle et croûte lavée, allégé environ 13% MG;59,9;21,2;traces;12,6;-;0;8,08;1,63
Maroilles, sans précision;48,3;21,5;traces;26,4;< 0,2;0;18,1;2,09
Livarot;48,9;24,1;traces;22,6;< 0,2;0;15,3;1,5
Époisses;55,6;17,4;traces;24,5;< 0,03;traces;17,1;1,76
Munster;49,4;20,7;traces;29;0;0;18,8;1,78
Langres;56,2;16,4;traces;23,8;< 0,2;traces;16,9;0,99
Pont l'Évêque;47,9;22,2;traces;26,2;< 0,2;0;18,2;1,3
Reblochon;49,1;19,9;traces;27,4;0;0;18,8;1,27
Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané);51,8;19,9;traces;25,7;traces;0;17,4;1,57
Saint-Marcellin;58,3;14,8;traces;24,3;< 0,2;0;18,1;1,08
Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée;47,8;17,8;traces;29;0;0;18,5;-
Mont d'or ou Vacherin du Haut-Doubs (produit en France) ou Vacherin-Mont d'Or (produit en Suisse);52,9;18,5;traces;25,4;traces;0;16,3;1,38
Saint-Félicien;58,6;13,1;traces;25,2;0;0;18;1,28
Boulette d'Avesne;44,1;20,5;traces;30;traces;0;19,8;1,99
Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine);49,7;20,3;traces;27;-;0;18,7;1,28
Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin);52,8;19,4;traces;24,7;0;0;16,9;1,23
Fromage de chèvre lactique affiné (type bûchette, crottin, Sainte-Maure);50,3;20;traces;26,2;0;0;18;1,69
Sainte-Maure de Touraine (fromage de chèvre);53,4;19,2;traces;24,2;-;0;18,7;1,41
Fromage de chèvre demi-sec;45,5;21,1;traces;29,8;0;0;20,6;1,81
Fromage de chèvre bûche;54,8;18,4;traces;23,3;traces;0;16,2;1,58
Fromage de chèvre bûche, allégé en matière grasse;60,5;22,1;traces;10;0;0;6,8;1,24
Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé;54,7;19;traces;22,6;0;0;17,4;1,56
Fromage de chèvre sec;29;29,9;traces;35,6;-;0;24,6;1,06
Fromage de chèvre à pâte molle et croûte fleurie type camembert;51,7;19,4;traces;23,8;< 0,05;0;16;1
Fromage de brebis à pâte molle et croûte fleurie;55,6;16,5;traces;23,3;-;0;16,2;1,69
Chabichou (fromage de chèvre);50,4;20,1;traces;23,8;< 0,5;0;17,1;1,85
Pélardon (fromage de chèvre);43,6;23,3;traces;27,8;0;0;18,6;1,43
Crottin de chèvre, au lait cru;41,4;22,7;traces;32,6;-;0;24,1;1,01
Crottin de chèvre, sans précision;-;21,9;traces;28;< 0,25;0;19,6;1,17
Crottin de Chavignol (fromage de chèvre);50,8;19,3;traces;24,4;< 0,5;0;16,2;1,3
Picodon (fromage de chèvre);49,4;20,3;traces;26;< 0,5;0;19,2;1,25
Pouligny Saint-Pierre (fromage de chèvre);52,7;18,5;traces;24,5;-;0;16,8;1,08
Sainte-Maure (fromage de chèvre);42,9;21,7;traces;30;< 0,25;0;18,4;1,81
Selles-sur-Cher (fromage de chèvre);53,1;18,9;traces;23,9;-;0;18;1,4
Chevrot (fromage de chèvre);55,4;18,1;traces;22,8;-;0;15,5;1,12
Rocamadour (fromage de chèvre);57,2;17,5;traces;22,6;< 0,14;0;17,1;1,09
Valençay (fromage de chèvre);51,8;18,9;traces;25,5;-;0;18;1,32
Roquefort;41,9;19,1;traces;33,9;traces;0;24,9;3,22
Fourme de Montbrison;42,8;22,1;traces;30,8;0;0;20,5;1,63
Fromage bleu au lait de vache;46,2;19,5;traces;28,3;< 0,25;0;17,7;2,89
Fromage bleu d'Auvergne;44,1;22;traces;28,4;0;0;19;2,85
Fourme d'Ambert;50;19,5;traces;27,6;0;0;18;2,2
Fromage bleu des Causses;45,2;20;traces;30;0;0;19;3,3
Gorgonzola;51,1;18,6;traces;26,4;< 0,3;0;16,9;1,77
Bleu de Gex ou Fromage bleu du Haut-jura ou Bleu de septmoncel (AOC);43,6;22,1;traces;30,7;traces;0;20,2;1,44
Fromage bleu de Bresse;51,9;17;traces;30,5;0;0;19,4;1,58
Fromage bleu de Bresse allegé environ 15% MG;-;26,5;traces;15,5;0;0;-;2,05
Fromage à pâte pressée cuite (aliment moyen);36,6;27,4;0;30,8;0,0086;0;20,1;0,8
Beaufort;34,3;26;traces;34;0;0;19,2;1,27
Comté;33,2;26,7;traces;34,6;traces;0;22,5;0,8
Abondance;37,2;26,6;traces;31,6;< 0,2;0;20,1;1,73
Gruyère IGP France;36,9;26,7;traces;32;0;0;20,1;0,95
Gruyère;32,5;27,9;traces;34,6;0;0;19,8;0,8
Emmental ou emmenthal;39,1;27,3;traces;28,8;traces;0;19,7;0,61
Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse;46,2;30;traces;18;0;0;8,5;1
Emmental ou emmenthal râpé;38;27,5;traces;28,6;< 0,25;0;18,1;0,75
Ossau-Iraty;33,8;23,8;traces;37;0;0;24,4;1,68
Parmesan;30,4;30,5;traces;31;traces;0;20,6;1,57
Fontina;37,9;25,1;traces;31,1;0;0;19,2;2
Pecorino;32,2;-;traces;28,8;0;0;18,3;4,73
Grana Padano;-;33,4;traces;29,2;< 0,25;0;19,5;1,56
Fromage à pâte ferme environ 14% MG type Masdaam à teneur réduite en MG;52,2;28,4;traces;13,8;0;0;8,9;2,06
Provolone;41;25,1;traces;26,6;0;0;17,1;2,19
Fromage à pâte ferme, enrobé de cire;49,6;21,3;traces;23,7;traces;0;16,3;1,7
Cantal entre-deux;37,1;26,1;traces;30,5;traces;0;19,9;1,85
Cantal, Salers ou Laguiole;39,6;24,8;traces;31;< 0,5;0;24,2;2,15
Salers;38,6;25,4;traces;31,4;< 0,2;0;20;2,19
Cheddar;37,1;23,6;traces;33,8;0;0;19,5;1,61
Edam;41,6;25;traces;25,5;< 0,25;0;16,9;2,22
Mimolette jeune;40,1;28,3;traces;24,2;0;0;17,4;-
Gouda;38,4;22,8;traces;31,5;< 0,25;0;20,3;2
Mimolette demi-vieille;34,3;30,8;traces;26,9;0;0;18,1;-
Mimolette vieille;30;33,3;traces;28,8;< 0,2;0;19;3,68
Mimolette, sans précision;45,5;24,4;traces;23,4;< 0,25;0;16,8;2,84
Fromage à pâte ferme environ 27% MG type Maasdam;41,1;25;traces;28,4;traces;0;19,5;1,29
Mimolette extra-vieille;31;33,2;traces;28,2;0;0;19,3;-
Morbier;43,6;22,4;traces;29,2;traces;0;19,2;1,41
Fromage de brebis des Pyrénées;36,9;23,6;traces;33,6;0;0;20,7;1,62
Saint-Nectaire, laitier;-;22,3;traces;27;< 0,5;0;17,8;1,7
Raclette (fromage);44,7;22,9;traces;27,5;traces;0;18,5;1,69
Saint-Nectaire, fermier;-;21,8;traces;29,8;< 0,5;0;19,8;1,08
Saint-Nectaire, sans précision;44,6;22;traces;28,4;< 0,5;0;18,8;1,41
Saint-Paulin (fromage à pâte pressée non cuite demi-ferme);47,5;21,8;traces;26,4;traces;0;17,9;1,61
Tomme ou tome de vache;42,3;21,1;traces;29,4;traces;0;19,4;1,28
Tomme ou tome de montagne ou de Savoie;41,6;25;traces;29,1;< 0,2;0;19,8;1,23
Tomme ou tome, allégée en matière grasse, environ 13% MG;51;30,4;traces;12,1;0;0;8,44;1,84
Asiago;-;31,4;traces;25,6;0;0;15,9;1,9
Fromage de brebis Corse à pâte molle;28,7;27,9;traces;38,4;0;0;25,7;2,39
Tome des Bauges;39,5;26,1;traces;30,8;0;0;19;1,15
Fromage de brebis à pâte pressée;38;23,4;traces;32,3;0;0;21,3;1,85
Fromage de lactosérum de brebis;68,7;9,91;4,3;14,8;-;0;-;0,63
Fromage fondu en tranchettes;56,1;13,8;5,34;18,5;4,95;0;12,3;2,46
Fromage fondu en portions ou en cubes environ 8% MG;68,1;11,3;-;7,48;-;-;4,6;0,74
Fromage fondu en portions ou en cubes environ 20% MG;59,4;10,4;6,38;19,3;traces;0;12,9;1,59
Fromage fondu double crème, environ 31% MG;56,3;8,88;1,78;29,6;1,78;0;20,1;1,37
Cancoillotte (spécialité fromagère fondue);72,5;13,6;0,5;10,5;traces;0;7,06;1,73
Spécialité fromagère fondante au fromage blanc et aux noix;50,8;10,4;4,2;31,6;2,67;< 2;16,8;1,66
Snack pour enfants à base de fromage fondu et de gressins;42,6;10,6;24,1;18,9;3,1;1,2;11,3;1,36
Fromage type feta, au lait de vache;54;16;1,42;21,7;1,42;0;14,6;1,94
Fromage 100% brebis (Feta AOP ou type Feta);54,4;14,5;2,5;22,8;1,13;0;14,3;2,59
Fromage type feta, au lait de vache, à l'huile et aux aromates;53,4;17,3;0,16;23,4;< 0,2;0;13,2;2,52
Feta AOP;55,2;14,8;0,65;24,3;traces;0;16,8;2,27
Spécialité fromagère non affinée environ 25% MG, type fromage en barquette à tartiner ou coque fromagère;63,4;5,25;4,24;23,9;2,82;0;16,4;1,1
Spécialité fromagère non affinée environ 20% MG, type fromage en barquette à tartiner ou coque fromagère;67,5;7,49;1,4;21,2;1,4;0;11,4;1,24
Fromage de chèvre frais, au lait pasteurisé (type bûchette fraîche);60;15,8;2,08;20;2,08;0;13,4;0,97
Fromage de chèvre frais, au lait cru (type palet ou crottin frais);65,6;12,9;2,03;16,9;2,03;0;11,7;0,77
Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche);62,8;14,3;2,05;18,4;2,05;0;12,5;1,55
Fromage de chèvre à tartiner, nature;72,9;10,6;2,41;12,2;2,41;0;8,08;0,92
Spécialité fromagère non affinée à tartiner environ 30-40 % MG aromatisée (ex: ail et fines herbes);50,8;7,5;4,24;35,3;1,86;0;23,9;1,2
Mascarpone;51,5;4,29;4;39;4;0;25,7;0,081
Ricotta;71,7;8,61;4;11,9;2,25;0;8,08;0,3
Mozzarella au lait de vache;62,7;16,1;0,75;17,7;0,7;0;11,7;0,6
"Mozzarella au lait de bufflonne ou buflesse (""di bufala"")";61,3;14,3;0,24;22,3;traces;0;15;0,49
Spécialité végétale type fromage à tartiner, au soja, préemballée;71,9;12,8;1,05;13,1;traces;< 0,5;1,87;1,15
Spécialité végétale type fromage, à la noix de cajou, préemballée;29,5;14,5;15,2;35,3;0,28;2,6;5,78;0,88
Spécialité végétale type fromage en tranche ou râpé, sans soja, préemballée;54,1;< 0,5;21,2;20,1;0,25;2,3;17,4;1,88
Crème de lait ou spécialité à base de crème légère, teneur en matière grasse inconnue (aliment moyen);68;2,82;2,87;26;2,77;1,39;17,8;0,08
Crème de lait, 30% MG, épaisse, rayon frais;65,5;2,94;2,8;30,7;2,66;< 3;20,8;0,07
Crème d'Isigny AOP, >= 35% MG;54,8;2,29;3;40;2,05;0;28,9;0,076
Crème de lait, 30% MG, semi-épaisse, UHT;62,9;2,44;1,94;30,7;1,94;< 3;21,4;0,073
Crème chantilly, sous pression, UHT;57,1;2,06;10,6;28,2;10,4;< 3;18,9;0,065
Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT;73,6;2,56;2,89;18,7;2,89;< 3;12,7;0,083
Crème de lait, 15 à 20% MG, légère, épaisse, rayon frais;76,2;2,75;3;15,3;3;< 3;10,4;0,085
Spécialité à base de crème légère 8% MG, fluide ou épaisse;84,8;3,19;5,28;4,3;4,44;< 3;2,88;0,11
Crème de lait, 15 à 20% MG, légère, fluide, rayon frais;72,4;2,9;4,3;13,5;4,2;0;9,4;0,15
Eau de source, embouteillée (aliment moyen);;0;0;0;0;0;;
Eau minérale, embouteillée, faiblement minéralisée (aliment moyen);100;0;0;0;0;0;0;0,0019
Eau minérale (aliment moyen);99,9;0;0;0;0;0;0;0,0042
Eau minérale, plate (aliment moyen);99,9;0;0;0;0;0;0;0,0019
Eau minérale, gazeuse (aliment moyen);99,9;0;0;0;0;0;0;0,011
Eau du robinet;100;0;0;0;0;0;0;0,0076
Eau embouteillée de source;-;0;0;0;0;0;-;-
Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33);100;0;0;0;0;0;-;0,023
Eau minérale Aix-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Aix-les-Bains, 73);100;0;0;0;0;0;0;0,00035
Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07);100;0;0;0;0;0;0;0,00033
Eau minérale Amanda, embouteillée, non gazeuse, fortement minéralisée (St-Amand, 59);99,9;0;0;0;0;0;0;0,01
Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07);99,9;0;0;0;0;0;0;0,004
Eau minérale Ardesy, embouteillée, gazeuse, fortement minéralisée (Ardes, 63);99,7;0;0;0;0;0;0;0,064
Eau minérale Celtic, embouteillée, gazeuse ou non gazeuse, très faiblement minéralisée (Niederbronn, 67);100;0;0;0;0;0;0;0,00028
Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45);100;0;0;0;0;0;0;0,0027
Eau minérale Chantemerle, embouteillée, non gazeuse, faiblement minéralisée (Le Pestrin, 07);100;0;0;0;0;0;0;0,00028
Eau minérale Chateauneuf, embouteillée, gazeuse, fortement minéralisée (Chateauneuf, 63);99,8;0;0;0;0;0;0;0,038
Eau minérale Chateldon, embouteillée, gazeuse, fortement minéralisée (Chateldon, 63);99,8;0;0;0;0;0;0;0,0012
Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59);99,9;0;0;0;0;0;0;0,006
Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88);99,8;0;0;0;0;0;0;0,0013
Eau minérale Dax, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40);99,9;0;0;0;0;0;0;0,031
Eau minérale Didier, embouteillée, gazeuse, fortement minéralisée (Martinique);99,9;0;0;0;0;0;0;0,032
Eau minérale Didier, embouteillée non gazeuse, fortement minéralisée (Martinique);99,9;0;0;0;0;0;0;0,0041
Eau minérale Evian, embouteillée, non gazeuse, faiblement minéralisée (Evian, 74);100;0;0;0;0;0;0;0,0011
Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88);99,7;0;0;0;0;0;0;0,0031
Eau minérale Hydroxydase, embouteillée, gazeuse, fortement minéralisée (Le Breuil sur Couze, 63);99,1;0;0;0;0;0;0;0,058
Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34);99,9;0;0;0;0;0;0;0,0023
Eau minérale Luchon, embouteillée, non gazeuse, faiblement minéralisée (Luchon, 31);100;0;0;0;0;0;0;0,0002
Eau minérale Mont-Roucous, embouteillée, très faiblement minéralisée (Lacaune, 81);100;0;0;0;0;0;0;0,0005
Eau de source Ogeu, embouteillée, faiblement minéralisée (Ogeu, 64);100;0;0;0;0;0;0;-
Eau minérale Orée du bois, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59);99,9;0;0;0;0;0;0;0,01
Eau minérale Orezza, embouteillée, gazeuse, moyennement minéralisée (Rapaggio, 20B);99,9;0;0;0;0;0;0;0,0017
Eau minérale Parot, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42);99,9;0;0;0;0;0;0;0,016
Eau minérale Plancoet, embouteillée, gazeuse ou non gazeuse, faiblement minéralisée (Plancoet, 22);100;0;0;0;0;0;0;0,0059
Eau minérale Propiac, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26);99,6;0;0;0;0;0;0;0,17
Eau minérale Puits St-Georges, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42);99,9;0;0;0;0;0;0;0,0063
Eau minérale Quézac, embouteillée, gazeuse, moyennement minéralisée (Quézac, 48);99,9;0;0;0;0;0;0;0,003
Eau minérale Reine des basaltes, embouteillée, gazeuse, moyennement minéralisée (Asperjoc, 07);99,9;0;0;0;0;0;0;0,0019
Eau minérale Rozana, embouteillée, gazeuse, fortement minéralisée (Beauregard, 63);99,7;0;0;0;0;0;0;0,11
Eau minérale Sail-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Sail-les-Bains, 42);100;0;0;0;0;0;0;0,0057
Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34);99,9;0;0;0;0;0;0;0,00086
Eau minérale St-Amand, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (St-Amand, 59);99,9;0;0;0;0;0;0;0,0061
Eau minérale St-Antonin, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82);99,8;0;0;0;0;0;0;0,0015
Eau minérale St-Diéry, embouteillée, gazeuse, fortement minéralisée (St-Diéry, 63);99,8;0;0;0;0;0;0;0,019
Eau minérale Ste-Marguerite, embouteillée, gazeuse, moyennement minéralisée (St-Maurice, 63);99,9;0;0;0;0;0;0;0,038
Eau minérale St-Yorre, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03);99,5;0;0;0;0;0;0;0,053
Eau minérale Thonon, embouteillée, non gazeuse, faiblement minéralisée (Thonon, 74);100;0;0;0;0;0;0;0,0014
Eau minérale Ventadour, embouteillée, gazeuse, faiblement minéralisée (Le Pestrin, 07);100;0;0;0;0;0;0;0,00033
Eau minérale Vernet, embouteillée, gazeuse, faiblement minéralisée (Prades, 07);100;0;0;0;0;0;0;0,00086
Eau minérale Vichy Célestins, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03);99,7;0;0;0;0;0;0;0,039
Eau minérale Vittel, embouteillée, non gazeuse, moyennement minéralisée (Vittel, 88);99,9;0;0;0;0;0;0;0,0013
Eau minérale Volvic, embouteillée, non gazeuse, faiblement minéralisée (Volvic, 63);100;0;0;0;0;0;0;0,0025
Eau minérale Volvic active, embouteillée, gazeuse, faiblement minéralisée (Volvic, 63);100;0;0;0;0;0;0;0,0019
Eau minérale Wattwiller, embouteillée, gazeuse ou non gazeuse, faiblement minéraliséee (Wattwiller, 68);100;0;0;0;0;0;0;0,00075
Eau minérale Perrier, embouteillée, gazeuse, faiblement minéralisée (Vergèse, 30);100;0;0;0;0;0;0;0,0024
Eau minérale Badoit, embouteillée, gazeuse, moyennement minéralisée (St-Galmier, 42);99,9;0;0;0;0;0;0;0,0089
